"","gameId","playId","playDescription","quarter","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain"
"1",2018101402,3890,"(4:19) (Field Goal formation) M.Badgley 44 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",4,"LAC",0,1,46342,"04:19:00",44,14,35,-21,259
"2",2018102100,729,"(1:51) (Field Goal formation) M.Badgley 29 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",1,"LAC",1,1,46342,"01:51:00",29,7,3,4,2811
"3",2018102100,2640,"(12:33) (Field Goal formation) M.Badgley 28 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",4,"LAC",1,1,46342,"12:33:00",28,17,13,4,753
"4",2018111109,1297,"(5:50) M.Badgley 27 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",2,"LAC",0,1,46342,"05:50:00",27,3,0,3,2150
"5",2018111109,3055,"(7:16) M.Badgley 41 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",4,"LAC",0,1,46342,"07:16:00",41,6,17,-11,436
"6",2018111808,518,"(7:05) M.Badgley 46 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",1,"LAC",1,1,46342,"07:05:00",46,0,0,0,3125
"7",2018111808,932,"(:45) M.Badgley 45 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",1,"LAC",1,1,46342,"00:45:00",45,3,0,3,2745
"8",2018111808,3566,"(6:51) M.Badgley 30 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",4,"LAC",1,1,46342,"06:51:00",30,19,20,-1,411
"9",2018112508,3438,"(3:28) (Field Goal formation) M.Badgley 31 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",4,"LAC",1,1,46342,"03:28:00",31,42,10,32,208
"10",2018120208,206,"(11:24) (Field Goal formation) M.Badgley 52 yard field goal is No Good, Wide Left, Center-M.Windt, Holder-D.Jones.",1,"LAC",0,0,46342,"11:24:00",52,0,0,0,3384
"11",2018120208,4189,"(:00) (Field Goal formation) M.Badgley 29 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones. Penalty on PIT-A.Burns, Defensive Offside, declined.",4,"LAC",0,1,46342,"00:00:00",29,30,30,0,0
"12",2018120909,2169,"(:00) (Field Goal formation) M.Badgley 59 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",2,"LAC",1,1,46342,"00:00:00",59,14,12,2,1800
"13",2018120909,2587,"(7:42) (Field Goal formation) M.Badgley 31 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",3,"LAC",1,1,46342,"07:42:00",31,17,12,5,1362
"14",2018120909,3420,"(7:50) (Field Goal formation) M.Badgley 32 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",4,"LAC",1,1,46342,"07:50:00",32,20,15,5,470
"15",2018120909,3982,"(:54) M.Badgley 45 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",4,"LAC",1,1,46342,"00:54:00",45,23,21,2,54
"16",2018122201,1854,"(:45) (Field Goal formation) M.Badgley 38 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",2,"LAC",1,1,46342,"00:45:00",38,0,6,-6,1845
"17",2019110310,415,"(7:00) M.Badgley 29 yard field goal is GOOD, Center-C.Mazza, Holder-T.Long.",1,"LAC",1,1,46342,"07:00:00",29,0,0,0,3120
"18",2019110310,732,"(1:09) M.Badgley 40 yard field goal is GOOD, Center-C.Mazza, Holder-T.Long.",1,"LAC",1,1,46342,"01:09:00",40,3,0,3,2769
"19",2019110310,1803,"(:05) M.Badgley 34 yard field goal is GOOD, Center-C.Mazza, Holder-T.Long.",2,"LAC",1,1,46342,"00:05:00",34,6,0,6,1805
"20",2019110310,2104,"(9:46) M.Badgley 43 yard field goal is GOOD, Center-C.Mazza, Holder-T.Long.",3,"LAC",1,1,46342,"09:46:00",43,9,0,9,1486
"21",2019110310,3505,"(2:15) M.Badgley 44 yard field goal is No Good, Wide Left, Center-C.Mazza, Holder-T.Long.",4,"LAC",1,0,46342,"02:15:00",44,26,11,15,135
"22",2019110700,3015,"(:28) M.Badgley 27 yard field goal is GOOD, Center-C.Mazza, Holder-T.Long.",3,"LAC",0,1,46342,"00:28:00",27,20,14,6,928
"23",2019111800,245,"(9:34) (Field Goal formation) M.Badgley 27 yard field goal is GOOD, Center-C.Mazza, Holder-T.Long.",1,"LAC",1,1,46342,"09:34:00",27,0,0,0,3274
"24",2019111800,629,"(4:41) (Field Goal formation) M.Badgley 40 yard field goal is No Good, Wide Right, Center-C.Mazza, Holder-T.Long. PENALTY on KC-C.Jones, Unnecessary Roughness, 15 yards, enforced at KC 30.",1,"LAC",1,0,46342,"04:41:00",40,3,0,3,2981
