"","gameId","playId","playDescription","quarter","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain"
"1",2018092305,3776,"(13:51) H.Butker 37 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,"KC",1,1,45046,"13:51:00",37,35,24,11,831
"2",2018100100,453,"(6:07) H.Butker 33 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,"KC",0,1,45046,"06:07:00",33,3,0,3,3067
"3",2018100100,2357,"(9:35) H.Butker 21 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",3,"KC",0,1,45046,"09:35:00",21,13,10,3,1475
"4",2018100705,1043,"(13:33) H.Butker 22 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,"KC",1,1,45046,"13:33:00",22,7,0,7,2613
"5",2018100705,1740,"(2:00) H.Butker 42 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,"KC",1,1,45046,"02:00:00",42,10,0,10,1920
"6",2018100705,2847,"(5:30) H.Butker 38 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",3,"KC",1,1,45046,"05:30:00",38,20,0,20,1230
"7",2018101412,372,"(9:09) H.Butker 42 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,"KC",0,1,45046,"09:09:00",42,0,0,0,3249
"8",2018101412,806,"(3:29) H.Butker 43 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,"KC",0,1,45046,"03:29:00",43,10,3,7,2909
"9",2018101412,1372,"(6:24) H.Butker 24 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,"KC",0,1,45046,"06:24:00",24,17,6,11,2184
"10",2018101412,2645,"(3:40) H.Butker 30 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",3,"KC",0,1,45046,"03:40:00",30,27,16,11,1120
"11",2018102105,935,"(:44) H.Butker 53 yard field goal is No Good, Wide Left, Center-J.Winchester, Holder-D.Colquitt.",1,"KC",1,0,45046,"00:44:00",53,7,0,7,2744
"12",2018102105,2343,"(:11) H.Butker 26 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,"KC",1,1,45046,"00:11:00",26,21,7,14,1811
"13",2018102805,831,"(2:21) H.Butker 24 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,"KC",1,1,45046,"02:21:00",24,0,7,-7,2841
"14",2018110403,3417,"(9:30) (Field Goal formation) H.Butker 39 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,"KC",0,1,45046,"09:30:00",39,21,34,-13,570
"15",2018111105,761,"(3:05) H.Butker 45 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,"KC",1,1,45046,"03:05:00",45,7,7,0,2885
"16",2018111105,1110,"(12:35) H.Butker 46 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,"KC",1,1,45046,"12:35:00",46,10,7,3,2555
"17",2018111900,1816,"(8:09) H.Butker 21 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,"KC",0,1,45046,"08:09:00",21,16,7,9,2289
