"","gameId","playId","playDescription","quarter","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain"
"1",2019090800,836,"(:47) J.Slye 53 yard field goal is No Good, Wide Right, Center-J.Jansen, Holder-M.Palardy.",1,"CAR",1,0,48337,"00:47:00",53,0,0,0,2747
"2",2019090800,3427,"(:16) J.Slye 52 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",3,"CAR",1,1,48337,"00:16:00",52,10,23,-13,916
"3",2019091200,749,"(2:56) J.Slye 32 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",1,"CAR",1,1,48337,"02:56:00",32,0,3,-3,2876
"4",2019091200,2114,"(:03) J.Slye 54 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR",1,1,48337,"00:03:00",54,6,10,-4,1803
"5",2019091200,2507,"(7:58) J.Slye 51 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",3,"CAR",1,1,48337,"07:58:00",51,9,10,-1,1378
"6",2019092208,4073,"(4:31) J.Slye 36 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",0,1,48337,"04:31:00",36,20,35,-15,271
"7",2019092904,659,"(2:28) J.Slye 48 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",1,"CAR",0,1,48337,"02:28:00",48,0,0,0,2848
"8",2019092904,3156,"(14:55) J.Slye 55 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",0,1,48337,"14:55:00",55,10,10,0,895
"9",2019092904,3998,"(:31) J.Slye 26 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",0,1,48337,"00:31:00",26,10,13,-3,31
"10",2019100600,1967,"(3:05) J.Slye 56 yard field goal is BLOCKED (C.Campbell), Center-J.Jansen, Holder-M.Palardy.",2,"CAR",1,0,48337,"03:05:00",NA,21,14,7,1985
"11",2019100600,2982,"(6:55) J.Slye 46 yard field goal is No Good, Wide Right, Center-J.Jansen, Holder-M.Palardy.",3,"CAR",1,0,48337,"06:55:00",46,28,24,4,1315
"12",2019101300,152,"(13:25) (Field Goal formation) J.Slye 49 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",1,"CAR",0,1,48337,"13:25:00",49,0,0,0,3505
"13",2019101300,2459,"(8:25) (Field Goal formation) J.Slye 46 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",3,"CAR",0,1,48337,"08:25:00",46,7,17,-10,1405
"14",2019101300,3820,"(7:59) (Field Goal formation) J.Slye 29 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",0,1,48337,"07:59:00",29,18,34,-16,479
"15",2019101300,4529,"(1:16) (Field Goal formation) J.Slye 41 yard field goal is No Good, Wide Right, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",0,0,48337,"01:16:00",41,26,37,-11,76
"16",2019102709,606,"(4:28) J.Slye 41 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",1,"CAR",0,1,48337,"04:28:00",41,7,0,7,2968
"17",2019110302,1014,"(13:34) J.Slye 35 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR",1,1,48337,"13:34:00",35,0,0,0,2614
"18",2019110302,3723,"(6:06) J.Slye 49 yard field goal is No Good, Wide Left, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",1,0,48337,"06:06:00",49,30,14,16,366
"19",2019111003,937,"(15:00) J.Slye 50 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR",0,1,48337,"15:00:00",50,7,7,0,2700
"20",2019111701,3344,"(13:04) (Field Goal formation) J.Slye 31 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",1,1,48337,"13:04:00",31,0,26,-26,784
"21",2019112405,1374,"(8:13) J.Slye 41 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR",0,1,48337,"08:13:00",41,17,6,11,2293
"22",2019112405,2685,"(8:41) J.Slye 52 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",3,"CAR",0,1,48337,"08:41:00",52,24,15,9,1421
"23",2019112405,4351,"(2:00) J.Slye 28 yard field goal is No Good, Wide Right, Center-J.Jansen, Holder-M.Palardy.",4,"CAR",0,0,48337,"02:00:00",28,31,31,0,120
"24",2019120800,954,"(14:56) J.Slye 46 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR",0,1,48337,"14:56:00",46,3,0,3,2696
"25",2019121500,2284,"(11:40) J.Slye 52 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",3,"CAR",1,1,48337,"11:40:00",52,7,20,-13,1600
"26",2019122207,1346,"(10:22) (Field Goal formation) J.Slye 27 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR",0,1,48337,"10:22:00",27,14,0,14,2422
"27",2019122207,2590,"(4:21) (Field Goal formation) J.Slye 50 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",3,"CAR",0,1,48337,"04:21:00",50,24,3,21,1161
"28",2019122902,2286,"(:36) J.Slye 23 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR",1,1,48337,"00:36:00",23,0,35,-35,1836
"29",2020092008,3975,"(2:00) J.Slye 23 yard field goal is GOOD, Center-J.Jansen, Holder-J.Charlton.",4,"CAR",0,1,48337,"02:00:00",23,24,14,10,120
"30",2020092709,357,"(9:25) J.Slye 29 yard field goal is GOOD, Center-J.Jansen, Holder-J.Charlton.",1,"CAR",0,1,48337,"09:25:00",29,0,0,0,3265
"31",2020092709,1957,"(:03) J.Slye 22 yard field goal is GOOD, Center-J.Jansen, Holder-J.Charlton.",2,"CAR",0,1,48337,"00:03:00",22,7,15,-8,1803
"32",2020092709,3071,"(11:03) J.Slye 31 yard field goal is GOOD, Center-J.Jansen, Holder-J.Charlton.",4,"CAR",0,1,48337,"11:03:00",31,10,18,-8,663
