"","gameId","playId","playDescription","quarter","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain"
"1",2018091700,2113,"(:02) S.Janikowski 56 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,"SEA",0,1,25326,"00:02:00",56,10,0,10,1802
"2",2018092312,2235,"(:04) S.Janikowski 47 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,"SEA",1,1,25326,"00:04:00",47,14,3,11,1804
"3",2018093008,705,"(4:39) S.Janikowski 38 yard field goal is No Good, Wide Right, Center-T.Ott, Holder-M.Dickson.",1,"SEA",0,0,25326,"04:39:00",38,0,7,-7,2979
"4",2018093008,1532,"(5:29) S.Janikowski 52 yard field goal is No Good, Wide Left, Center-T.Ott, Holder-M.Dickson.",2,"SEA",0,0,25326,"05:29:00",52,3,7,-4,2129
"5",2018093008,2716,"(5:04) S.Janikowski 40 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",3,"SEA",0,1,25326,"05:04:00",40,10,7,3,1204
"6",2018093008,4199,"(:04) S.Janikowski 52 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",0,1,25326,"00:04:00",52,17,17,0,4
"7",2018100711,1897,"(2:00) S.Janikowski 52 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,"SEA",1,1,25326,"02:00:00",52,14,17,-3,1920
"8",2018101407,2031,"(:04) (Field Goal formation) S.Janikowski 44 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,"SEA",0,1,25326,"00:04:00",44,0,14,-14,1804
"9",2018101407,2281,"(11:45) (Field Goal formation) S.Janikowski 26 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",3,"SEA",0,1,25326,"11:45:00",26,0,17,-17,1605
"10",2018110408,1393,"(5:55) S.Janikowski 51 yard field goal is No Good, Hit Right Upright, Center-T.Ott, Holder-M.Dickson.",2,"SEA",1,0,25326,"05:55:00",51,7,12,-5,2155
"11",2018110408,2180,"(:04) S.Janikowski 44 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,"SEA",1,1,25326,"00:04:00",44,7,19,-12,1804
"12",2018111110,3172,"(9:56) S.Janikowski 33 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",0,1,25326,"09:56:00",33,26,21,5,596
"13",2018111500,659,"(6:04) S.Janikowski 39 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",1,"SEA",1,1,25326,"06:04:00",39,0,7,-7,3064
"14",2018112502,1052,"(12:45) S.Janikowski 33 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,"SEA",0,1,25326,"12:45:00",33,3,0,3,2565
"15",2018112502,3172,"(9:32) S.Janikowski 30 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",0,1,25326,"09:32:00",30,20,17,3,572
"16",2018112502,3996,"(:04) S.Janikowski 31 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",0,1,25326,"00:04:00",31,27,27,0,4
"17",2018120213,3710,"(7:53) S.Janikowski 40 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",1,1,25326,"07:53:00",40,34,16,18,473
"18",2018121000,887,"(14:15) S.Janikowski 37 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,"SEA",1,1,25326,"14:15:00",37,0,0,0,2655
"19",2018121000,2785,"(13:26) S.Janikowski 35 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",1,1,25326,"13:26:00",35,3,0,3,806
"20",2018121609,3768,"(5:27) S.Janikowski 48 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",0,1,25326,"05:27:00",48,23,20,3,327
"21",2018122314,977,"(1:52) S.Janikowski 36 yard field goal is No Good, Hit Right Upright, Center-T.Ott, Holder-M.Dickson.",1,"SEA",1,0,25326,"01:52:00",36,7,3,4,2812
"22",2018122314,2594,"(9:30) S.Janikowski 28 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",3,"SEA",1,1,25326,"09:30:00",28,14,10,4,1470
"23",2018123015,3754,"(6:25) S.Janikowski 42 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",1,1,25326,"06:25:00",42,21,21,0,385
"24",2018123015,4260,"(:03) S.Janikowski 33 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA",1,1,25326,"00:03:00",33,24,24,0,3
