"","gameId","playId","playDescription","quarter","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain"
"1",2018090901,5191,"(1:47) C.Boswell 42 yard field goal is No Good, Wide Left, Center-K.Canaday, Holder-J.Berry.",5,"PIT",0,0,41953,"01:47:00",42,21,21,0,-107
"2",2018092400,1070,"(12:19) C.Boswell 38 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT",0,1,41953,"12:19:00",38,7,6,1,2539
"3",2018092400,3064,"(1:11) C.Boswell 47 yard field goal is No Good, Hit Right Upright, Center-K.Canaday, Holder-J.Berry.",3,"PIT",0,0,41953,"01:11:00",47,13,30,-17,971
"4",2018093012,1115,"(14:10) (Field Goal formation) C.Boswell 34 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT",1,1,41953,"14:10:00",34,0,14,-14,2650
"5",2018093012,1643,"(6:29) (Field Goal formation) C.Boswell 39 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT",1,1,41953,"06:29:00",39,3,14,-11,2189
"6",2018101401,2539,"(6:56) C.Boswell 21 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",3,"PIT",0,1,41953,"06:56:00",21,14,14,0,1316
"7",2018101401,3504,"(3:35) C.Boswell 24 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,"PIT",0,1,41953,"03:35:00",24,14,17,-3,215
"8",2018102807,3355,"(13:33) (Field Goal formation) C.Boswell 42 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,"PIT",1,1,41953,"13:33:00",42,23,12,11,813
"9",2018110400,3610,"(8:29) (Field Goal formation) C.Boswell 29 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,"PIT",0,1,41953,"08:29:00",29,13,20,-7,509
"10",2018110800,1212,"(9:51) (Field Goal formation) C.Boswell 50 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT",1,1,41953,"09:51:00",50,21,7,14,2391
"11",2018112509,404,"(9:44) C.Boswell 48 yard field goal is BLOCKED (J.Simmons), Center-K.Canaday, Holder-J.Berry.",1,"PIT",0,0,41953,"09:44:00",NA,0,0,0,3284
"12",2018112509,1517,"(6:34) C.Boswell 41 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT",0,1,41953,"06:34:00",41,3,0,3,2194
"13",2018120208,1657,"(2:45) (Field Goal formation) C.Boswell 48 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT",1,1,41953,"02:45:00",48,13,7,6,1965
"14",2018120913,1460,"(4:33) C.Boswell 39 yard field goal is No Good, Wide Right, Center-K.Canaday, Holder-J.Berry.",2,"PIT",0,0,41953,"04:33:00",39,10,7,3,2073
"15",2018120913,4264,"(:05) C.Boswell 40 yard field goal is No Good, Center-K.Canaday, Holder-J.Berry.",4,"PIT",0,0,41953,"00:05:00",40,24,21,3,5
"16",2018121610,2416,"(8:36) (Field Goal formation) C.Boswell 32 yard field goal is No Good, Wide Right, Center-K.Canaday, Holder-J.Berry.",3,"PIT",1,0,41953,"08:36:00",32,14,7,7,1416
"17",2018121610,3668,"(2:34) (Field Goal formation) C.Boswell 48 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,"PIT",1,1,41953,"02:34:00",48,14,10,4,154
"18",2018122313,1095,"(14:10) C.Boswell 30 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT",0,1,41953,"14:10:00",30,7,3,4,2650
"19",2019091507,1926,"(2:32) (Field Goal formation) C.Boswell 41 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT",1,1,41953,"02:32:00",41,7,7,0,1952
