"","gameId","playId","playDescription","quarter","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain"
"1",2018092000,2037,"(:27) G.Joseph 45 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE",1,1,46634,"00:27:00",45,0,14,-14,1827
"2",2018092000,2798,"(5:24) (Field Goal formation) G.Joseph 27 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",3,"CLE",1,1,46634,"05:24:00",27,3,14,-11,1224
"3",2018093009,836,"(2:03) G.Joseph 25 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",1,"CLE",0,1,46634,"02:03:00",25,7,0,7,2823
"4",2018093009,2285,"(9:26) G.Joseph 28 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",3,"CLE",0,1,46634,"09:26:00",28,14,17,-3,1466
"5",2018100703,2627,"(7:32) (Field Goal formation) G.Joseph 35 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt. Penalty on BAL-T.White, Defensive Offside, declined.",3,"CLE",1,1,46634,"07:32:00",35,6,3,3,1352
"6",2018100703,4253,"(:09) (Field Goal formation) G.Joseph 55 yard field goal is No Good, Wide Left, Center-C.Hughlett, Holder-B.Colquitt.",4,"CLE",1,0,46634,"00:09:00",55,9,9,0,9
"7",2018100703,5064,"(:06) (Field Goal formation) G.Joseph 37 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",5,"CLE",1,1,46634,"00:06:00",37,9,9,0,-6
"8",2018101402,1188,"(12:50) (Field Goal formation) G.Joseph 33 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE",1,1,46634,"12:50:00",33,0,7,-7,2570
"9",2018101402,2271,"(:03) (Field Goal formation) G.Joseph 28 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt. Penalty on LAC-M.Davis, Leaping, declined.",2,"CLE",1,1,46634,"00:03:00",28,3,21,-18,1803
"10",2018102807,315,"(9:15) (Field Goal formation) G.Joseph 34 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",1,"CLE",0,1,46634,"09:15:00",34,0,0,0,3255
"11",2018102807,877,"(2:38) (Field Goal formation) G.Joseph 45 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",1,"CLE",0,1,46634,"02:38:00",45,0,3,-3,2858
"12",2018102807,1149,"(13:33) (Field Goal formation) G.Joseph 41 yard field goal is No Good, Wide Right, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE",0,0,46634,"13:33:00",41,0,6,-6,2613
"13",2018110403,735,"(2:45) (Field Goal formation) G.Joseph 51 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",1,"CLE",1,1,46634,"02:45:00",51,0,7,-7,2865
"14",2018120902,3547,"(8:51) (Field Goal formation) G.Joseph 41 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",4,"CLE",1,1,46634,"08:51:00",41,23,20,3,531
"15",2018121501,1694,"(4:57) G.Joseph 40 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE",0,1,46634,"04:57:00",40,10,7,3,2097
"16",2018122305,1804,"(:14) (Field Goal formation) G.Joseph 37 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE",1,1,46634,"00:14:00",37,13,0,13,1814
"17",2018122305,3073,"(7:29) (Field Goal formation) G.Joseph 31 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",4,"CLE",1,1,46634,"07:29:00",31,23,3,20,449
"18",2018123000,2314,"(:04) (Field Goal formation) G.Joseph 46 yard field goal is No Good, Wide Left, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE",0,0,46634,"00:04:00",46,20,7,13,1804
"19",2018123000,3378,"(13:48) (Field Goal formation) G.Joseph 35 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",4,"CLE",0,1,46634,"13:48:00",35,23,14,9,828
