"","gameId","playId","playDescription","quarter","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain"
"1",2018091611,2727,"(2:47) B.McManus 39 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",3,"DEN",1,1,40276,"02:47:00",39,7,19,-12,1067
"2",2018091611,4030,"(:10) B.McManus 36 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",4,"DEN",1,1,40276,"00:10:00",36,17,19,-2,10
"3",2018100100,188,"(11:38) B.McManus 42 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",1,"DEN",1,1,40276,"11:38:00",42,0,0,0,3398
"4",2018100100,2016,"(:04) B.McManus 34 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",2,"DEN",1,1,40276,"00:04:00",34,10,10,0,1804
"5",2018100100,3150,"(12:52) B.McManus 46 yard field goal is GOOD, Center-C.Kreiter, Holder-M.King.",4,"DEN",1,1,40276,"12:52:00",46,20,13,7,772
"6",2018100706,1693,"(4:01) B.McManus 30 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,1,40276,"04:01:00",30,14,7,7,2041
"7",2018101409,922,"(:07) B.McManus 28 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",1,"DEN",1,1,40276,"00:07:00",28,0,6,-6,2707
"8",2018101409,3490,"(8:57) B.McManus 24 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",1,1,40276,"08:57:00",24,10,20,-10,537
"9",2018102805,1228,"(11:46) B.McManus 55 yard field goal is No Good, Wide Right, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,0,40276,"11:46:00",55,3,7,-4,2506
"10",2018102805,4100,"(1:52) B.McManus 36 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",0,1,40276,"01:52:00",36,30,20,10,112
"11",2018110407,634,"(4:47) B.McManus 44 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",1,"DEN",1,1,40276,"04:47:00",44,0,7,-7,2987
"12",2018110407,4022,"(:03) B.McManus 51 yard field goal is No Good, Wide Right, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",1,0,40276,"00:03:00",51,17,19,-2,3
"13",2018111808,4332,"(:03) B.McManus 34 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",0,1,40276,"00:03:00",34,22,20,2,3
"14",2018112509,679,"(6:31) B.McManus 41 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",1,"DEN",1,1,40276,"06:31:00",41,0,0,0,3091
"15",2018120201,4269,"(:27) B.McManus 29 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",0,1,40276,"00:27:00",29,10,21,-11,27
"16",2018121501,1378,"(8:21) B.McManus 44 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",1,1,40276,"08:21:00",44,7,7,0,2301
"17",2018121501,3081,"(1:45) B.McManus 42 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",3,"DEN",1,1,40276,"01:45:00",42,10,10,0,1005
"18",2018121501,3904,"(4:39) B.McManus 29 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",1,1,40276,"04:39:00",29,13,17,-4,279
"19",2018122400,2115,"(:04) B.McManus 58 yard field goal is No Good, Short, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,0,40276,"00:04:00",58,17,0,17,1804
"20",2018123013,2185,"(:15) B.McManus 28 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",1,1,40276,"00:15:00",28,0,7,-7,1815
"21",2019090901,1840,"(:05) B.McManus 64 yard field goal is No Good, Short, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,0,40276,"00:05:00",64,14,0,14,1805
"22",2019090901,2583,"(3:45) B.McManus 26 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",3,"DEN",0,1,40276,"03:45:00",26,14,3,11,1125
"23",2019090901,3157,"(8:43) B.McManus 39 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",0,1,40276,"08:43:00",39,21,6,15,523
"24",2019091511,267,"(9:50) B.McManus 43 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",1,"DEN",1,1,40276,"09:50:00",43,0,0,0,3290
"25",2019091511,3062,"(13:40) B.McManus 32 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",1,1,40276,"13:40:00",32,3,13,-10,820
"26",2019092202,1542,"(3:53) B.McManus 30 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,1,40276,"03:53:00",30,10,7,3,2033
"27",2019092911,1696,"(4:20) B.McManus 33 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman. Penalty on JAX-C.Davis, Defensive Offside, declined.",2,"DEN",1,1,40276,"04:20:00",33,14,3,11,2060
"28",2019100610,1538,"(5:22) B.McManus 40 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,1,40276,"05:22:00",40,0,14,-14,2122
"29",2019100610,3925,"(2:00) B.McManus 46 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",0,1,40276,"02:00:00",46,10,17,-7,120
"30",2019101309,299,"(10:19) B.McManus 31 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",1,"DEN",1,1,40276,"10:19:00",31,0,0,0,3319
"31",2019101309,1538,"(4:42) B.McManus 53 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",1,1,40276,"04:42:00",53,3,0,3,2082
"32",2019101309,3627,"(4:57) B.McManus 48 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",1,1,40276,"04:57:00",48,13,0,13,297
"33",2019102710,930,"(13:00) B.McManus 21 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,1,40276,"13:00:00",21,0,0,0,2580
"34",2019102710,1406,"(5:37) B.McManus 29 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,1,40276,"05:37:00",29,0,3,-3,2137
"35",2019110309,1662,"(1:52) B.McManus 43 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",1,1,40276,"01:52:00",43,14,9,5,1912
"36",2019111705,199,"(11:36) B.McManus 47 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",1,"DEN",0,1,40276,"11:36:00",47,0,0,0,3396
"37",2019111705,1890,"(1:10) B.McManus 29 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN",0,1,40276,"01:10:00",29,0,17,-17,1870
"38",2019111705,2737,"(4:27) B.McManus 41 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",3,"DEN",0,1,40276,"04:27:00",41,7,20,-13,1167
"39",2019111705,3609,"(8:19) B.McManus 43 yard field goal is No Good, Wide Right, Center-C.Kreiter, Holder-C.Wadman.",4,"DEN",0,0,40276,"08:19:00",43,20,23,-3,499
"40",2019112401,2601,"(7:45) B.McManus 45 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",3,"DEN",0,1,40276,"07:45:00",45,13,0,13,1365
